       wId wName                                          wCap        sId        nId
        61 Supplier#000000050____GERMANY                  9315         50          7
        61 Supplier#000000050____GERMANY                  9315         50          7
        61 Supplier#000000050____GERMANY                  9315         50          7
        61 Supplier#000000050____GERMANY                  9315         50          7
        61 Supplier#000000050____GERMANY                  9315         50          7
        61 Supplier#000000050____GERMANY                  9315         50          7
        61 Supplier#000000050____GERMANY                  9315         50          7
        61 Supplier#000000050____GERMANY                  9315         50          7
        62 Supplier#000000031___IRAN                      1600         31         10
        62 Supplier#000000050____EGYPT                    9315         50          4
        62 Supplier#000000050____EGYPT                    9315         50          4
        62 Supplier#000000050____EGYPT                    9315         50          4
        62 Supplier#000000050____EGYPT                    9315         50          4
        62 Supplier#000000050____EGYPT                    9315         50          4
        62 Supplier#000000050____EGYPT                    9315         50          4
        62 Supplier#000000050____EGYPT                    9315         50          4
        62 Supplier#000000050____EGYPT                    9315         50          4
        63 Supplier#000000032___CANADA                    1942         32          3
        63 Supplier#000000054____BRAZIL                   8514         54          2
        63 Supplier#000000054____BRAZIL                   8514         54          2
        63 Supplier#000000054____BRAZIL                   8514         54          2
        63 Supplier#000000054____BRAZIL                   8514         54          2
        63 Supplier#000000054____BRAZIL                   8514         54          2
        63 Supplier#000000054____BRAZIL                   8514         54          2
        63 Supplier#000000054____BRAZIL                   8514         54          2
        63 Supplier#000000054____BRAZIL                   8514         54          2
        64 Supplier#000000032___INDIA                     1942         32          8
        64 Supplier#000000054____SAUDI ARABIA             8514         54         20
        64 Supplier#000000054____SAUDI ARABIA             8514         54         20
        64 Supplier#000000054____SAUDI ARABIA             8514         54         20
        64 Supplier#000000054____SAUDI ARABIA             8514         54         20
        64 Supplier#000000054____SAUDI ARABIA             8514         54         20
        64 Supplier#000000054____SAUDI ARABIA             8514         54         20
        64 Supplier#000000054____SAUDI ARABIA             8514         54         20
        64 Supplier#000000054____SAUDI ARABIA             8514         54         20
        65 Supplier#000000033___EGYPT                     1578         33          4
        65 Supplier#000000054____ALGERIA                  8514         54          0
        65 Supplier#000000054____ALGERIA                  8514         54          0
        65 Supplier#000000054____ALGERIA                  8514         54          0
        65 Supplier#000000054____ALGERIA                  8514         54          0
        65 Supplier#000000054____ALGERIA                  8514         54          0
        65 Supplier#000000054____ALGERIA                  8514         54          0
        65 Supplier#000000054____ALGERIA                  8514         54          0
        65 Supplier#000000054____ALGERIA                  8514         54          0
        66 Supplier#000000033___JAPAN                     1578         33         12
        66 Supplier#000000071____CANADA                   9801         71          3
        66 Supplier#000000071____CANADA                   9801         71          3
        66 Supplier#000000071____CANADA                   9801         71          3
        66 Supplier#000000071____CANADA                   9801         71          3
        66 Supplier#000000071____CANADA                   9801         71          3
        66 Supplier#000000071____CANADA                   9801         71          3
        66 Supplier#000000071____CANADA                   9801         71          3
        66 Supplier#000000071____CANADA                   9801         71          3
        67 Supplier#000000034___ALGERIA                   1698         34          0
        67 Supplier#000000071____ALGERIA                  9801         71          0
        67 Supplier#000000071____ALGERIA                  9801         71          0
        67 Supplier#000000071____ALGERIA                  9801         71          0
        67 Supplier#000000071____ALGERIA                  9801         71          0
        67 Supplier#000000071____ALGERIA                  9801         71          0
        67 Supplier#000000071____ALGERIA                  9801         71          0
        67 Supplier#000000071____ALGERIA                  9801         71          0
        67 Supplier#000000071____ALGERIA                  9801         71          0
        68 Supplier#000000034___MOZAMBIQUE                1698         34         16
        68 Supplier#000000071____EGYPT                    9801         71          4
        68 Supplier#000000071____EGYPT                    9801         71          4
        68 Supplier#000000071____EGYPT                    9801         71          4
        68 Supplier#000000071____EGYPT                    9801         71          4
        68 Supplier#000000071____EGYPT                    9801         71          4
        68 Supplier#000000071____EGYPT                    9801         71          4
        68 Supplier#000000071____EGYPT                    9801         71          4
        68 Supplier#000000071____EGYPT                    9801         71          4
        69 Supplier#000000035___ROMANIA                   1932         35         19
        69 Supplier#000000061____EGYPT                    8685         61          4
        69 Supplier#000000061____EGYPT                    8685         61          4
        69 Supplier#000000061____EGYPT                    8685         61          4
        69 Supplier#000000061____EGYPT                    8685         61          4
        69 Supplier#000000061____EGYPT                    8685         61          4
        69 Supplier#000000061____EGYPT                    8685         61          4
        69 Supplier#000000061____EGYPT                    8685         61          4
        69 Supplier#000000061____EGYPT                    8685         61          4
        70 Supplier#000000035___BRAZIL                    1932         35          2
        70 Supplier#000000061____IRAN                     8685         61         10
        70 Supplier#000000061____IRAN                     8685         61         10
        70 Supplier#000000061____IRAN                     8685         61         10
        70 Supplier#000000061____IRAN                     8685         61         10
        70 Supplier#000000061____IRAN                     8685         61         10
        70 Supplier#000000061____IRAN                     8685         61         10
        70 Supplier#000000061____IRAN                     8685         61         10
        70 Supplier#000000061____IRAN                     8685         61         10
        71 Supplier#000000036___ALGERIA                   1504         36          0
        71 Supplier#000000061____MOZAMBIQUE               8685         61         16
        71 Supplier#000000061____MOZAMBIQUE               8685         61         16
        71 Supplier#000000061____MOZAMBIQUE               8685         61         16
        71 Supplier#000000061____MOZAMBIQUE               8685         61         16
        71 Supplier#000000061____MOZAMBIQUE               8685         61         16
        71 Supplier#000000061____MOZAMBIQUE               8685         61         16
        71 Supplier#000000061____MOZAMBIQUE               8685         61         16
        71 Supplier#000000061____MOZAMBIQUE               8685         61         16
        72 Supplier#000000036___BRAZIL                    1504         36          2
        72 Supplier#000000026____EGYPT                    7956         26          4
        72 Supplier#000000026____EGYPT                    7956         26          4
        72 Supplier#000000026____EGYPT                    7956         26          4
        72 Supplier#000000026____EGYPT                    7956         26          4
        72 Supplier#000000026____EGYPT                    7956         26          4
        72 Supplier#000000026____EGYPT                    7956         26          4
        72 Supplier#000000026____EGYPT                    7956         26          4
        72 Supplier#000000026____EGYPT                    7956         26          4
        73 Supplier#000000037___BRAZIL                    2046         37          2
        73 Supplier#000000026____VIETNAM                  7956         26         21
        73 Supplier#000000026____VIETNAM                  7956         26         21
        73 Supplier#000000026____VIETNAM                  7956         26         21
        73 Supplier#000000026____VIETNAM                  7956         26         21
        73 Supplier#000000026____VIETNAM                  7956         26         21
        73 Supplier#000000026____VIETNAM                  7956         26         21
        73 Supplier#000000026____VIETNAM                  7956         26         21
        73 Supplier#000000026____VIETNAM                  7956         26         21
        74 Supplier#000000037___CANADA                    2046         37          3
        74 Supplier#000000026____ETHIOPIA                 7956         26          5
        74 Supplier#000000026____ETHIOPIA                 7956         26          5
        74 Supplier#000000026____ETHIOPIA                 7956         26          5
        74 Supplier#000000026____ETHIOPIA                 7956         26          5
        74 Supplier#000000026____ETHIOPIA                 7956         26          5
        74 Supplier#000000026____ETHIOPIA                 7956         26          5
        74 Supplier#000000026____ETHIOPIA                 7956         26          5
        74 Supplier#000000026____ETHIOPIA                 7956         26          5
        75 Supplier#000000038___JAPAN                     2200         38         12
        75 Supplier#000000084____BRAZIL                   8910         84          2
        75 Supplier#000000084____BRAZIL                   8910         84          2
        75 Supplier#000000084____BRAZIL                   8910         84          2
        75 Supplier#000000084____BRAZIL                   8910         84          2
        75 Supplier#000000084____BRAZIL                   8910         84          2
        75 Supplier#000000084____BRAZIL                   8910         84          2
        75 Supplier#000000084____BRAZIL                   8910         84          2
        75 Supplier#000000084____BRAZIL                   8910         84          2
        76 Supplier#000000038___ROMANIA                   2200         38         19
        76 Supplier#000000084____MOROCCO                  8910         84         15
        76 Supplier#000000084____MOROCCO                  8910         84         15
        76 Supplier#000000084____MOROCCO                  8910         84         15
        76 Supplier#000000084____MOROCCO                  8910         84         15
        76 Supplier#000000084____MOROCCO                  8910         84         15
        76 Supplier#000000084____MOROCCO                  8910         84         15
        76 Supplier#000000084____MOROCCO                  8910         84         15
        76 Supplier#000000084____MOROCCO                  8910         84         15
        77 Supplier#000000039___SAUDI ARABIA              1978         39         20
        77 Supplier#000000084____ALGERIA                  8910         84          0
        77 Supplier#000000084____ALGERIA                  8910         84          0
        77 Supplier#000000084____ALGERIA                  8910         84          0
        77 Supplier#000000084____ALGERIA                  8910         84          0
        77 Supplier#000000084____ALGERIA                  8910         84          0
        77 Supplier#000000084____ALGERIA                  8910         84          0
        77 Supplier#000000084____ALGERIA                  8910         84          0
        77 Supplier#000000084____ALGERIA                  8910         84          0
        78 Supplier#000000039___CANADA                    1978         39          3
        78 Supplier#000000059____CANADA                   9036         59          3
        78 Supplier#000000059____CANADA                   9036         59          3
        78 Supplier#000000059____CANADA                   9036         59          3
        78 Supplier#000000059____CANADA                   9036         59          3
        78 Supplier#000000059____CANADA                   9036         59          3
        78 Supplier#000000059____CANADA                   9036         59          3
        78 Supplier#000000059____CANADA                   9036         59          3
        78 Supplier#000000059____CANADA                   9036         59          3
        79 Supplier#000000040___BRAZIL                    1922         40          2
        79 Supplier#000000059____IRAN                     9036         59         10
        79 Supplier#000000059____IRAN                     9036         59         10
        79 Supplier#000000059____IRAN                     9036         59         10
        79 Supplier#000000059____IRAN                     9036         59         10
        79 Supplier#000000059____IRAN                     9036         59         10
        79 Supplier#000000059____IRAN                     9036         59         10
        79 Supplier#000000059____IRAN                     9036         59         10
        79 Supplier#000000059____IRAN                     9036         59         10
        80 Supplier#000000040___INDONESIA                 1922         40          9
        80 Supplier#000000059____ALGERIA                  9036         59          0
        80 Supplier#000000059____ALGERIA                  9036         59          0
        80 Supplier#000000059____ALGERIA                  9036         59          0
        80 Supplier#000000059____ALGERIA                  9036         59          0
        80 Supplier#000000059____ALGERIA                  9036         59          0
        80 Supplier#000000059____ALGERIA                  9036         59          0
        80 Supplier#000000059____ALGERIA                  9036         59          0
        80 Supplier#000000059____ALGERIA                  9036         59          0
        81 Supplier#000000041___CANADA                    2088         41          3
        81 Supplier#000000021____CANADA                   8658         21          3
        81 Supplier#000000021____CANADA                   8658         21          3
        81 Supplier#000000021____CANADA                   8658         21          3
        81 Supplier#000000021____CANADA                   8658         21          3
        81 Supplier#000000021____CANADA                   8658         21          3
        81 Supplier#000000021____CANADA                   8658         21          3
        81 Supplier#000000021____CANADA                   8658         21          3
        81 Supplier#000000021____CANADA                   8658         21          3
        82 Supplier#000000041___ALGERIA                   2088         41          0
        82 Supplier#000000021____BRAZIL                   8658         21          2
        82 Supplier#000000021____BRAZIL                   8658         21          2
        82 Supplier#000000021____BRAZIL                   8658         21          2
        82 Supplier#000000021____BRAZIL                   8658         21          2
        82 Supplier#000000021____BRAZIL                   8658         21          2
        82 Supplier#000000021____BRAZIL                   8658         21          2
        82 Supplier#000000021____BRAZIL                   8658         21          2
        82 Supplier#000000021____BRAZIL                   8658         21          2
        83 Supplier#000000042___EGYPT                     1770         42          4
        83 Supplier#000000021____MOZAMBIQUE               8658         21         16
        83 Supplier#000000021____MOZAMBIQUE               8658         21         16
        83 Supplier#000000021____MOZAMBIQUE               8658         21         16
        83 Supplier#000000021____MOZAMBIQUE               8658         21         16
        83 Supplier#000000021____MOZAMBIQUE               8658         21         16
        83 Supplier#000000021____MOZAMBIQUE               8658         21         16
        83 Supplier#000000021____MOZAMBIQUE               8658         21         16
        83 Supplier#000000021____MOZAMBIQUE               8658         21         16
        84 Supplier#000000042___UNITED KINGDOM            1770         42         23
        84 Supplier#000000038____JAPAN                    9900         38         12
        84 Supplier#000000038____JAPAN                    9900         38         12
        84 Supplier#000000038____JAPAN                    9900         38         12
        84 Supplier#000000038____JAPAN                    9900         38         12
        84 Supplier#000000038____JAPAN                    9900         38         12
        84 Supplier#000000038____JAPAN                    9900         38         12
        84 Supplier#000000038____JAPAN                    9900         38         12
        84 Supplier#000000038____JAPAN                    9900         38         12
        85 Supplier#000000043___CANADA                    1992         43          3
        85 Supplier#000000038____ROMANIA                  9900         38         19
        85 Supplier#000000038____ROMANIA                  9900         38         19
        85 Supplier#000000038____ROMANIA                  9900         38         19
        85 Supplier#000000038____ROMANIA                  9900         38         19
        85 Supplier#000000038____ROMANIA                  9900         38         19
        85 Supplier#000000038____ROMANIA                  9900         38         19
        85 Supplier#000000038____ROMANIA                  9900         38         19
        85 Supplier#000000038____ROMANIA                  9900         38         19
        86 Supplier#000000043___BRAZIL                    1992         43          2
        86 Supplier#000000038____BRAZIL                   9900         38          2
        86 Supplier#000000038____BRAZIL                   9900         38          2
        86 Supplier#000000038____BRAZIL                   9900         38          2
        86 Supplier#000000038____BRAZIL                   9900         38          2
        86 Supplier#000000038____BRAZIL                   9900         38          2
        86 Supplier#000000038____BRAZIL                   9900         38          2
        86 Supplier#000000038____BRAZIL                   9900         38          2
        86 Supplier#000000038____BRAZIL                   9900         38          2
        87 Supplier#000000044___MOZAMBIQUE                2090         44         16
        87 Supplier#000000093____JORDAN                   7560         93         13
        87 Supplier#000000093____JORDAN                   7560         93         13
        87 Supplier#000000093____JORDAN                   7560         93         13
        87 Supplier#000000093____JORDAN                   7560         93         13
        87 Supplier#000000093____JORDAN                   7560         93         13
        87 Supplier#000000093____JORDAN                   7560         93         13
        87 Supplier#000000093____JORDAN                   7560         93         13
        87 Supplier#000000093____JORDAN                   7560         93         13
        88 Supplier#000000044___BRAZIL                    2090         44          2
        88 Supplier#000000093____MOROCCO                  7560         93         15
        88 Supplier#000000093____MOROCCO                  7560         93         15
        88 Supplier#000000093____MOROCCO                  7560         93         15
        88 Supplier#000000093____MOROCCO                  7560         93         15
        88 Supplier#000000093____MOROCCO                  7560         93         15
        88 Supplier#000000093____MOROCCO                  7560         93         15
        88 Supplier#000000093____MOROCCO                  7560         93         15
        88 Supplier#000000093____MOROCCO                  7560         93         15
        89 Supplier#000000045___CANADA                    1932         45          3
        89 Supplier#000000093____EGYPT                    7560         93          4
        89 Supplier#000000093____EGYPT                    7560         93          4
        89 Supplier#000000093____EGYPT                    7560         93          4
        89 Supplier#000000093____EGYPT                    7560         93          4
        89 Supplier#000000093____EGYPT                    7560         93          4
        89 Supplier#000000093____EGYPT                    7560         93          4
        89 Supplier#000000093____EGYPT                    7560         93          4
        89 Supplier#000000093____EGYPT                    7560         93          4
        90 Supplier#000000045___IRAN                      1932         45         10
        90 Supplier#000000022____KENYA                    9783         22         14
        90 Supplier#000000022____KENYA                    9783         22         14
        90 Supplier#000000022____KENYA                    9783         22         14
        90 Supplier#000000022____KENYA                    9783         22         14
        90 Supplier#000000022____KENYA                    9783         22         14
        90 Supplier#000000022____KENYA                    9783         22         14
        90 Supplier#000000022____KENYA                    9783         22         14
        90 Supplier#000000022____KENYA                    9783         22         14
        91 Supplier#000000046___MOZAMBIQUE                2334         46         16
        91 Supplier#000000022____VIETNAM                  9783         22         21
        91 Supplier#000000022____VIETNAM                  9783         22         21
        91 Supplier#000000022____VIETNAM                  9783         22         21
        91 Supplier#000000022____VIETNAM                  9783         22         21
        91 Supplier#000000022____VIETNAM                  9783         22         21
        91 Supplier#000000022____VIETNAM                  9783         22         21
        91 Supplier#000000022____VIETNAM                  9783         22         21
        91 Supplier#000000022____VIETNAM                  9783         22         21
        92 Supplier#000000046___CANADA                    2334         46          3
        92 Supplier#000000022____ALGERIA                  9783         22          0
        92 Supplier#000000022____ALGERIA                  9783         22          0
        92 Supplier#000000022____ALGERIA                  9783         22          0
        92 Supplier#000000022____ALGERIA                  9783         22          0
        92 Supplier#000000022____ALGERIA                  9783         22          0
        92 Supplier#000000022____ALGERIA                  9783         22          0
        92 Supplier#000000022____ALGERIA                  9783         22          0
        92 Supplier#000000022____ALGERIA                  9783         22          0
        93 Supplier#000000047___SAUDI ARABIA              1748         47         20
        93 Supplier#000000016____SAUDI ARABIA             8874         16         20
        93 Supplier#000000016____SAUDI ARABIA             8874         16         20
        93 Supplier#000000016____SAUDI ARABIA             8874         16         20
        93 Supplier#000000016____SAUDI ARABIA             8874         16         20
        93 Supplier#000000016____SAUDI ARABIA             8874         16         20
        93 Supplier#000000016____SAUDI ARABIA             8874         16         20
        93 Supplier#000000016____SAUDI ARABIA             8874         16         20
        93 Supplier#000000016____SAUDI ARABIA             8874         16         20
        94 Supplier#000000047___INDONESIA                 1748         47          9
        94 Supplier#000000016____CANADA                   8874         16          3
        94 Supplier#000000016____CANADA                   8874         16          3
        94 Supplier#000000016____CANADA                   8874         16          3
        94 Supplier#000000016____CANADA                   8874         16          3
        94 Supplier#000000016____CANADA                   8874         16          3
        94 Supplier#000000016____CANADA                   8874         16          3
        94 Supplier#000000016____CANADA                   8874         16          3
        94 Supplier#000000016____CANADA                   8874         16          3
        95 Supplier#000000048___IRAN                      2272         48         10
        95 Supplier#000000016____ALGERIA                  8874         16          0
        95 Supplier#000000016____ALGERIA                  8874         16          0
        95 Supplier#000000016____ALGERIA                  8874         16          0
        95 Supplier#000000016____ALGERIA                  8874         16          0
        95 Supplier#000000016____ALGERIA                  8874         16          0
        95 Supplier#000000016____ALGERIA                  8874         16          0
        95 Supplier#000000016____ALGERIA                  8874         16          0
        95 Supplier#000000016____ALGERIA                  8874         16          0
        96 Supplier#000000048___JAPAN                     2272         48         12
        96 Supplier#000000055____UNITED KINGDOM           9081         55         23
        96 Supplier#000000055____UNITED KINGDOM           9081         55         23
        96 Supplier#000000055____UNITED KINGDOM           9081         55         23
        96 Supplier#000000055____UNITED KINGDOM           9081         55         23
        96 Supplier#000000055____UNITED KINGDOM           9081         55         23
        96 Supplier#000000055____UNITED KINGDOM           9081         55         23
        96 Supplier#000000055____UNITED KINGDOM           9081         55         23
        96 Supplier#000000055____UNITED KINGDOM           9081         55         23
        97 Supplier#000000049___CANADA                    2020         49          3
        97 Supplier#000000055____IRAQ                     9081         55         11
        97 Supplier#000000055____IRAQ                     9081         55         11
        97 Supplier#000000055____IRAQ                     9081         55         11
        97 Supplier#000000055____IRAQ                     9081         55         11
        97 Supplier#000000055____IRAQ                     9081         55         11
        97 Supplier#000000055____IRAQ                     9081         55         11
        97 Supplier#000000055____IRAQ                     9081         55         11
        97 Supplier#000000055____IRAQ                     9081         55         11
        98 Supplier#000000049___UNITED KINGDOM            2020         49         23
        98 Supplier#000000055____BRAZIL                   9081         55          2
        98 Supplier#000000055____BRAZIL                   9081         55          2
        98 Supplier#000000055____BRAZIL                   9081         55          2
        98 Supplier#000000055____BRAZIL                   9081         55          2
        98 Supplier#000000055____BRAZIL                   9081         55          2
        98 Supplier#000000055____BRAZIL                   9081         55          2
        98 Supplier#000000055____BRAZIL                   9081         55          2
        98 Supplier#000000055____BRAZIL                   9081         55          2
        99 Supplier#000000050___SAUDI ARABIA              2070         50         20
        99 Supplier#000000069____CANADA                   7965         69          3
        99 Supplier#000000069____CANADA                   7965         69          3
        99 Supplier#000000069____CANADA                   7965         69          3
        99 Supplier#000000069____CANADA                   7965         69          3
        99 Supplier#000000069____CANADA                   7965         69          3
        99 Supplier#000000069____CANADA                   7965         69          3
        99 Supplier#000000069____CANADA                   7965         69          3
        99 Supplier#000000069____CANADA                   7965         69          3
       100 Supplier#000000050___GERMANY                   2070         50          7
       100 Supplier#000000069____BRAZIL                   7965         69          2
       100 Supplier#000000069____BRAZIL                   7965         69          2
       100 Supplier#000000069____BRAZIL                   7965         69          2
       100 Supplier#000000069____BRAZIL                   7965         69          2
       100 Supplier#000000069____BRAZIL                   7965         69          2
       100 Supplier#000000069____BRAZIL                   7965         69          2
       100 Supplier#000000069____BRAZIL                   7965         69          2
       100 Supplier#000000069____BRAZIL                   7965         69          2
       101 Supplier#000000051___CANADA                    2764         51          3
       101 Supplier#000000069____ETHIOPIA                 7965         69          5
       101 Supplier#000000069____ETHIOPIA                 7965         69          5
       101 Supplier#000000069____ETHIOPIA                 7965         69          5
       101 Supplier#000000069____ETHIOPIA                 7965         69          5
       101 Supplier#000000069____ETHIOPIA                 7965         69          5
       101 Supplier#000000069____ETHIOPIA                 7965         69          5
       101 Supplier#000000069____ETHIOPIA                 7965         69          5
       101 Supplier#000000069____ETHIOPIA                 7965         69          5
       102 Supplier#000000051___SAUDI ARABIA              2764         51         20
       102 Supplier#000000068____CANADA                   9486         68          3
       102 Supplier#000000068____CANADA                   9486         68          3
       102 Supplier#000000068____CANADA                   9486         68          3
       102 Supplier#000000068____CANADA                   9486         68          3
       102 Supplier#000000068____CANADA                   9486         68          3
       102 Supplier#000000068____CANADA                   9486         68          3
       102 Supplier#000000068____CANADA                   9486         68          3
       102 Supplier#000000068____CANADA                   9486         68          3
       103 Supplier#000000052___CANADA                    2018         52          3
       103 Supplier#000000068____ETHIOPIA                 9486         68          5
       103 Supplier#000000068____ETHIOPIA                 9486         68          5
       103 Supplier#000000068____ETHIOPIA                 9486         68          5
       103 Supplier#000000068____ETHIOPIA                 9486         68          5
       103 Supplier#000000068____ETHIOPIA                 9486         68          5
       103 Supplier#000000068____ETHIOPIA                 9486         68          5
       103 Supplier#000000068____ETHIOPIA                 9486         68          5
       103 Supplier#000000068____ETHIOPIA                 9486         68          5
       104 Supplier#000000052___EGYPT                     2018         52          4
       104 Supplier#000000068____EGYPT                    9486         68          4
       104 Supplier#000000068____EGYPT                    9486         68          4
       104 Supplier#000000068____EGYPT                    9486         68          4
       104 Supplier#000000068____EGYPT                    9486         68          4
       104 Supplier#000000068____EGYPT                    9486         68          4
       104 Supplier#000000068____EGYPT                    9486         68          4
       104 Supplier#000000068____EGYPT                    9486         68          4
       104 Supplier#000000068____EGYPT                    9486         68          4
       105 Supplier#000000053___JAPAN                     1894         53         12
       105 Supplier#000000049____CANADA                   9090         49          3
       105 Supplier#000000049____CANADA                   9090         49          3
       105 Supplier#000000049____CANADA                   9090         49          3
       105 Supplier#000000049____CANADA                   9090         49          3
       105 Supplier#000000049____CANADA                   9090         49          3
       105 Supplier#000000049____CANADA                   9090         49          3
       105 Supplier#000000049____CANADA                   9090         49          3
       105 Supplier#000000049____CANADA                   9090         49          3
       106 Supplier#000000053___BRAZIL                    1894         53          2
       106 Supplier#000000049____UNITED KINGDOM           9090         49         23
       106 Supplier#000000049____UNITED KINGDOM           9090         49         23
       106 Supplier#000000049____UNITED KINGDOM           9090         49         23
       106 Supplier#000000049____UNITED KINGDOM           9090         49         23
       106 Supplier#000000049____UNITED KINGDOM           9090         49         23
       106 Supplier#000000049____UNITED KINGDOM           9090         49         23
       106 Supplier#000000049____UNITED KINGDOM           9090         49         23
       106 Supplier#000000049____UNITED KINGDOM           9090         49         23
       107 Supplier#000000054___BRAZIL                    1892         54          2
       107 Supplier#000000049____EGYPT                    9090         49          4
       107 Supplier#000000049____EGYPT                    9090         49          4
       107 Supplier#000000049____EGYPT                    9090         49          4
       107 Supplier#000000049____EGYPT                    9090         49          4
       107 Supplier#000000049____EGYPT                    9090         49          4
       107 Supplier#000000049____EGYPT                    9090         49          4
       107 Supplier#000000049____EGYPT                    9090         49          4
       107 Supplier#000000049____EGYPT                    9090         49          4
       108 Supplier#000000054___SAUDI ARABIA              1892         54         20
       108 Supplier#000000032____CANADA                   8739         32          3
       108 Supplier#000000032____CANADA                   8739         32          3
       108 Supplier#000000032____CANADA                   8739         32          3
       108 Supplier#000000032____CANADA                   8739         32          3
       108 Supplier#000000032____CANADA                   8739         32          3
       108 Supplier#000000032____CANADA                   8739         32          3
       108 Supplier#000000032____CANADA                   8739         32          3
       108 Supplier#000000032____CANADA                   8739         32          3
       109 Supplier#000000055___UNITED KINGDOM            2018         55         23
       109 Supplier#000000032____INDIA                    8739         32          8
       109 Supplier#000000032____INDIA                    8739         32          8
       109 Supplier#000000032____INDIA                    8739         32          8
       109 Supplier#000000032____INDIA                    8739         32          8
       109 Supplier#000000032____INDIA                    8739         32          8
       109 Supplier#000000032____INDIA                    8739         32          8
       109 Supplier#000000032____INDIA                    8739         32          8
       109 Supplier#000000032____INDIA                    8739         32          8
       110 Supplier#000000055___IRAQ                      2018         55         11
       110 Supplier#000000032____SAUDI ARABIA             8739         32         20
       110 Supplier#000000032____SAUDI ARABIA             8739         32         20
       110 Supplier#000000032____SAUDI ARABIA             8739         32         20
       110 Supplier#000000032____SAUDI ARABIA             8739         32         20
       110 Supplier#000000032____SAUDI ARABIA             8739         32         20
       110 Supplier#000000032____SAUDI ARABIA             8739         32         20
       110 Supplier#000000032____SAUDI ARABIA             8739         32         20
       110 Supplier#000000032____SAUDI ARABIA             8739         32         20
       111 Supplier#000000056___MOROCCO                   2076         56         15
       111 Supplier#000000014____CANADA                   9585         14          3
       111 Supplier#000000014____CANADA                   9585         14          3
       111 Supplier#000000014____CANADA                   9585         14          3
       111 Supplier#000000014____CANADA                   9585         14          3
       111 Supplier#000000014____CANADA                   9585         14          3
       111 Supplier#000000014____CANADA                   9585         14          3
       111 Supplier#000000014____CANADA                   9585         14          3
       111 Supplier#000000014____CANADA                   9585         14          3
       112 Supplier#000000056___EGYPT                     2076         56          4
       112 Supplier#000000014____EGYPT                    9585         14          4
       112 Supplier#000000014____EGYPT                    9585         14          4
       112 Supplier#000000014____EGYPT                    9585         14          4
       112 Supplier#000000014____EGYPT                    9585         14          4
       112 Supplier#000000014____EGYPT                    9585         14          4
       112 Supplier#000000014____EGYPT                    9585         14          4
       112 Supplier#000000014____EGYPT                    9585         14          4
       112 Supplier#000000014____EGYPT                    9585         14          4
       113 Supplier#000000057___CANADA                    1692         57          3
       113 Supplier#000000014____BRAZIL                   9585         14          2
       113 Supplier#000000014____BRAZIL                   9585         14          2
       113 Supplier#000000014____BRAZIL                   9585         14          2
       113 Supplier#000000014____BRAZIL                   9585         14          2
       113 Supplier#000000014____BRAZIL                   9585         14          2
       113 Supplier#000000014____BRAZIL                   9585         14          2
       113 Supplier#000000014____BRAZIL                   9585         14          2
       113 Supplier#000000014____BRAZIL                   9585         14          2
       114 Supplier#000000057___GERMANY                   1692         57          7
       114 Supplier#000000012____SAUDI ARABIA             7281         12         20
       114 Supplier#000000012____SAUDI ARABIA             7281         12         20
       114 Supplier#000000012____SAUDI ARABIA             7281         12         20
       114 Supplier#000000012____SAUDI ARABIA             7281         12         20
       114 Supplier#000000012____SAUDI ARABIA             7281         12         20
       114 Supplier#000000012____SAUDI ARABIA             7281         12         20
       114 Supplier#000000012____SAUDI ARABIA             7281         12         20
       114 Supplier#000000012____SAUDI ARABIA             7281         12         20
       115 Supplier#000000058___ALGERIA                   1746         58          0
       115 Supplier#000000012____INDONESIA                7281         12          9
       115 Supplier#000000012____INDONESIA                7281         12          9
       115 Supplier#000000012____INDONESIA                7281         12          9
       115 Supplier#000000012____INDONESIA                7281         12          9
       115 Supplier#000000012____INDONESIA                7281         12          9
       115 Supplier#000000012____INDONESIA                7281         12          9
       115 Supplier#000000012____INDONESIA                7281         12          9
       115 Supplier#000000012____INDONESIA                7281         12          9
       116 Supplier#000000058___EGYPT                     1746         58          4
       116 Supplier#000000012____JAPAN                    7281         12         12
       116 Supplier#000000012____JAPAN                    7281         12         12
       116 Supplier#000000012____JAPAN                    7281         12         12
       116 Supplier#000000012____JAPAN                    7281         12         12
       116 Supplier#000000012____JAPAN                    7281         12         12
       116 Supplier#000000012____JAPAN                    7281         12         12
       116 Supplier#000000012____JAPAN                    7281         12         12
       116 Supplier#000000012____JAPAN                    7281         12         12
       117 Supplier#000000059___CANADA                    2008         59          3
       117 Supplier#000000081____ALGERIA                  7992         81          0
       117 Supplier#000000081____ALGERIA                  7992         81          0
       117 Supplier#000000081____ALGERIA                  7992         81          0
       117 Supplier#000000081____ALGERIA                  7992         81          0
       117 Supplier#000000081____ALGERIA                  7992         81          0
       117 Supplier#000000081____ALGERIA                  7992         81          0
       117 Supplier#000000081____ALGERIA                  7992         81          0
       117 Supplier#000000081____ALGERIA                  7992         81          0
       118 Supplier#000000059___IRAN                      2008         59         10
       118 Supplier#000000081____JAPAN                    7992         81         12
       118 Supplier#000000081____JAPAN                    7992         81         12
       118 Supplier#000000081____JAPAN                    7992         81         12
       118 Supplier#000000081____JAPAN                    7992         81         12
       118 Supplier#000000081____JAPAN                    7992         81         12
       118 Supplier#000000081____JAPAN                    7992         81         12
       118 Supplier#000000081____JAPAN                    7992         81         12
       118 Supplier#000000081____JAPAN                    7992         81         12
